,c_ch4,f_ch4,w,phi,z,T,ch4
261,5.203465767082036e+16,0.002,-1.5e-09,0.65,26.187290969899667,4.0,1.8615658321849085e-09
262,5.203465767345636e+16,0.002,-1.5e-09,0.65,26.287625418060202,4.0,1.8615658321849085e-09
263,5.203465767587796e+16,0.002,-1.5e-09,0.65,26.387959866220736,4.0,1.8615658321849085e-09
264,5.203465767810036e+16,0.002,-1.5e-09,0.65,26.48829431438127,4.0,1.8615658321849085e-09
265,5.203465768014036e+16,0.002,-1.5e-09,0.65,26.588628762541806,4.0,1.8615658321849085e-09
266,5.203465768201156e+16,0.002,-1.5e-09,0.65,26.68896321070234,4.0,1.8615658321849085e-09
267,5.203465768372676e+16,0.002,-1.5e-09,0.65,26.78929765886288,4.0,1.8615658321849085e-09
268,5.203465768529796e+16,0.002,-1.5e-09,0.65,26.889632107023413,4.0,1.8615658321849085e-09
269,5.203465768673796e+16,0.002,-1.5e-09,0.65,26.989966555183948,4.0,1.8615658321849085e-09
270,5.203465768805476e+16,0.002,-1.5e-09,0.65,27.090301003344482,4.0,1.8615658321849085e-09
271,5.203465768925876e+16,0.002,-1.5e-09,0.65,27.190635451505017,4.0,1.8615658321849085e-09
272,5.203465769035956e+16,0.002,-1.5e-09,0.65,27.29096989966555,4.0,1.8615658321849085e-09
273,5.203465769136436e+16,0.002,-1.5e-09,0.65,27.391304347826086,4.0,1.8615658321849085e-09
274,5.203465769228036e+16,0.002,-1.5e-09,0.65,27.491638795986624,4.0,1.8615658321849085e-09
275,5.203465769311476e+16,0.002,-1.5e-09,0.65,27.59197324414716,4.0,1.8615658321849085e-09
276,5.203465769387476e+16,0.002,-1.5e-09,0.65,27.692307692307693,4.0,1.8615658321849085e-09
277,5.203465769456436e+16,0.002,-1.5e-09,0.65,27.792642140468228,4.0,1.8615658321849085e-09
278,5.203465769519076e+16,0.002,-1.5e-09,0.65,27.892976588628763,4.0,1.8615658321849085e-09
279,5.203465769575796e+16,0.002,-1.5e-09,0.65,27.993311036789297,4.0,1.8615658321849085e-09
280,5.203465769627076e+16,0.002,-1.5e-09,0.65,28.093645484949832,4.0,1.8615658321849085e-09
281,5.203465769673316e+16,0.002,-1.5e-09,0.65,28.19397993311037,4.0,1.8615658321849085e-09
282,5.203465769714916e+16,0.002,-1.5e-09,0.65,28.294314381270905,4.0,1.8615658321849085e-09
283,5.203465769752276e+16,0.002,-1.5e-09,0.65,28.39464882943144,4.0,1.8615658321849085e-09
284,5.203465769785716e+16,0.002,-1.5e-09,0.65,28.494983277591974,4.0,1.8615658321849085e-09
285,5.203465769815476e+16,0.002,-1.5e-09,0.65,28.59531772575251,4.0,1.8615658321849085e-09
286,5.203465769841956e+16,0.002,-1.5e-09,0.65,28.695652173913043,4.0,1.8615658321849085e-09
287,5.203465769865236e+16,0.002,-1.5e-09,0.65,28.795986622073578,4.0,1.8615658321849085e-09
288,5.203465769885717e+16,0.002,-1.5e-09,0.65,28.896321070234116,4.0,1.8615658321849085e-09
289,5.203465769903636e+16,0.002,-1.5e-09,0.65,28.99665551839465,4.0,1.8615658321849085e-09
290,5.203465769919076e+16,0.002,-1.5e-09,0.65,29.096989966555185,4.0,1.8615658321849085e-09
291,5.203465769932276e+16,0.002,-1.5e-09,0.65,29.19732441471572,4.0,1.8615658321849085e-09
292,5.203465769943396e+16,0.002,-1.5e-09,0.65,29.297658862876254,4.0,1.8615658321849085e-09
293,5.203465769952596e+16,0.002,-1.5e-09,0.65,29.39799331103679,4.0,1.8615658321849085e-09
294,5.203465769960116e+16,0.002,-1.5e-09,0.65,29.498327759197323,4.0,1.8615658321849085e-09
295,5.203465769965956e+16,0.002,-1.5e-09,0.65,29.59866220735786,4.0,1.8615658321849085e-09
296,5.203465769970356e+16,0.002,-1.5e-09,0.65,29.698996655518396,4.0,1.8615658321849085e-09
297,5.203465769973316e+16,0.002,-1.5e-09,0.65,29.79933110367893,4.0,1.8615658321849085e-09
298,5.203465769974996e+16,0.002,-1.5e-09,0.65,29.899665551839465,4.0,1.8615658321849085e-09
299,5.203465769975556e+16,0.002,-1.5e-09,0.65,30.0,4.0,1.8615658321849085e-09
